code,label
101,通所介護事業所
102,老人短期入所介護事業所
103,養護老人ホーム（一般
104,養護老人ホーム（盲）
105,特別養護老人ホーム
106,軽費老人ホーム（A型）
107,軽費老人ホーム（B型）
108,軽費老人ホーム（介護利用型）
109,老人福祉センター（特A型）
110,老人福祉センター（A型）
111,老人福祉センター（B型）
112,老人介護支援センター
113,老人福祉センター
114,養護老人ホーム
115,軽費老人ホーム
201,老人憩いの家
202,老人休養ホーム
203,有料老人ホーム
301,肢体不自由者更生施設
302,視覚障害者更生施設
303,聴覚・言語障害者更生施設
304,内部障害者更生施設
305,身体障害者療護施設
306,身体障害者授産施設
307,身体障害者通所授産施設
308,身体障害者小規模通所授産施設
309,身体障害者福祉ホーム
310,身体障害者福祉センター（A型）
311,身体障害者福祉センター（B型）
312,在宅障害者デイサービス施設
313,障害者更生センター
314,補装具製作施設
315,聴覚障害者情報提供施設
316,点字図書館
317,点字出版施設
318,盲導犬訓練施設
319,身体障害者福祉工場
401,助産施設
402,乳児院
403,母子生活支援施設
404,大型児童館（A型）
405,大型児童館（B型）
406,大型児童館（C型）
407,小型児童館
408,その他の児童館
409,児童センター
410,児童遊園
411,児童養護施設
412,知的障害児施設
413,自閉症児施設
414,知的障害児通園施設
415,盲児施設
416,ろうあ児施設
417,難聴幼児通園施設
418,肢体不自由児施設
419,肢体不自由児療護施設
420,重症心身障害児施設
421,情緒障害児短期治療施設
422,児童自立支援施設
423,児童家庭支援センター
501,知的障害者授産施設（通所）
502,知的障害者授産施設（入所）
503,知的障害者小規模通所授産施設
504,知的障害者更生施設（通所）
505,知的障害者更生施設（入所）
506,知的障害者通勤寮
507,知的障害者福祉ホーム
508,知的障害者デイサービスセンター
509,知的障害者福祉工場
510,知的障害者授産施設
601,精神障害者生活訓練施設
602,精神障害者通所授産施設
603,精神障害者入所授産施設
604,精神障害者小規模通所授産施設
605,精神障害者福祉ホーム（B型）
606,精神障害者福祉ホーム（B型を除く）
607,精神障害者福祉工場
608,精神障害者地域生活支援センター
609,精神障害者福祉ホーム
701,へき地保健福祉館
702,地域福祉センター
703,授産施設（その他の社会福祉施設）
704,無料低額診療施設
705,宿泊提供施設（その他の社会福祉施設）
706,盲人ホーム
707,福祉ホーム
801,保育所
802,へき地保育所
803,認可外保育施設
804,幼稚園
805,認定こども園
,
