name,code,description,type,codelist
小笠原諸島ID,A21_001,NA,文字列型,NA
行政コード,A21_002,NA,行政コード,NA
都道府県名,A21_003,NA,文字列型,NA
支庁名,A21_004,NA,文字列型,NA
市区町村名,A21_005,NA,文字列型,NA
島嶼名,A21_006,NA,文字列型,NA
指定状況コード,A21_007,NA,指定状況コード,NA
調査年度,A21_008,NA,時間型,NA
概要　(name),A21_009,NA,文字列型,NA
概要　指定回次,A21_010,NA,整数型,NA
概要　郡名,A21_011,NA,文字列型,NA
概要　人口,A21_012,NA,整数型,NA
概要　世帯数,A21_013,NA,整数型,NA
概要　面積,A21_014,NA,実数型,NA
概要　海岸延長,A21_015,NA,実数型,NA
概要　備考,A21_016,NA,文字列型,NA
前年　住民登録人口　男,A21_017,NA,整数型,NA
前年　住民登録人口　女,A21_018,NA,整数型,NA
前年　住民登録人口　計,A21_019,NA,整数型,NA
前年　世帯数　,A21_020,NA,整数型,NA
人口移動　出生数　,A21_021,NA,整数型,NA
人口移動　死亡数　,A21_022,NA,整数型,NA
人口移動　自然増△減　,A21_023,NA,整数型,NA
人口移動　転入数　,A21_024,NA,整数型,NA
人口移動　転出数　,A21_025,NA,整数型,NA
人口移動　社会増△減　,A21_026,NA,整数型,NA
人口移動　増減計　,A21_027,NA,整数型,NA
現年　住民登録人口　男,A21_028,NA,整数型,NA
現年　住民登録人口　女,A21_029,NA,整数型,NA
現年　住民登録人口　計,A21_030,NA,整数型,NA
現年　世帯数　,A21_031,NA,整数型,NA
人口・世帯数・人口動態　備考,A21_032,NA,文字列型,NA
男　国勢調査人口総数,A21_033,NA,整数型,NA
男　年少人口　0-4,A21_034,NA,整数型,NA
男　年少人口　5-9,A21_035,NA,整数型,NA
男　年少人口　10-14,A21_036,NA,整数型,NA
男　年少人口　小計,A21_037,NA,整数型,NA
男　生産年齢人口　15-19,A21_038,NA,整数型,NA
男　生産年齢人口　20-24,A21_039,NA,整数型,NA
男　生産年齢人口　25-29,A21_040,NA,整数型,NA
男　生産年齢人口　30-34,A21_041,NA,整数型,NA
男　生産年齢人口　35-39,A21_042,NA,整数型,NA
男　生産年齢人口　40-44,A21_043,NA,整数型,NA
男　生産年齢人口　45-49,A21_044,NA,整数型,NA
男　生産年齢人口　50-54,A21_045,NA,整数型,NA
男　生産年齢人口　55-59,A21_046,NA,整数型,NA
男　生産年齢人口　60-64,A21_047,NA,整数型,NA
男　生産年齢人口　小計,A21_048,NA,整数型,NA
男　老年人口　65-69,A21_049,NA,整数型,NA
男　老年人口　70-74,A21_050,NA,整数型,NA
男　老年人口　75-79,A21_051,NA,整数型,NA
男　老年人口　80-84,A21_052,NA,整数型,NA
男　老年人口　85歳以上,A21_053,NA,整数型,NA
男　老年人口　小計,A21_054,NA,整数型,NA
男　不詳　,A21_055,NA,整数型,NA
男　生産年齢人口指数　,A21_056,NA,実数型,NA
男　老齢化率　,A21_057,NA,実数型,NA
女　国勢調査人口総数　,A21_058,NA,整数型,NA
女　年少人口　0-4,A21_059,NA,整数型,NA
