name,code,description,type,codelist
豪雪地帯ID,A22_001,NA,文字列型,NA
行政コード,A22_002,NA,行政コード,NA
都道府県名,A22_003,NA,文字列型,NA
支庁名,A22_004,NA,文字列型,NA
郡・政令市名,A22_005,NA,文字列型,NA
市区町村名,A22_006,NA,文字列型,NA
豪雪区分コード,A22_007,NA,豪雪区分コード,NA
指定状況コード,A22_008,NA,指定状況コード,NA
調査年度,A22_009,NA,時間型,NA
概要　人口,A22_010,NA,整数型,NA
概要　世帯数,A22_011,NA,整数型,NA
男　国勢調査人口総数,A22_012,NA,整数型,NA
男　年少人口　0-4,A22_013,NA,整数型,NA
男　年少人口　5-9,A22_014,NA,整数型,NA
男　年少人口　10-14,A22_015,NA,整数型,NA
男　年少人口　小計,A22_016,NA,整数型,NA
男　生産年齢人口　15-19,A22_017,NA,整数型,NA
男　生産年齢人口　20-24,A22_018,NA,整数型,NA
男　生産年齢人口　25-29,A22_019,NA,整数型,NA
男　生産年齢人口　30-34,A22_020,NA,整数型,NA
男　生産年齢人口　35-39,A22_021,NA,整数型,NA
男　生産年齢人口　40-44,A22_022,NA,整数型,NA
男　生産年齢人口　45-49,A22_023,NA,整数型,NA
男　生産年齢人口　50-54,A22_024,NA,整数型,NA
男　生産年齢人口　55-59,A22_025,NA,整数型,NA
男　生産年齢人口　60-64,A22_026,NA,整数型,NA
男　生産年齢人口　小計,A22_027,NA,整数型,NA
男　老年人口　65-69,A22_028,NA,整数型,NA
男　老年人口　70-74,A22_029,NA,整数型,NA
男　老年人口　75-79,A22_030,NA,整数型,NA
男　老年人口　80-84,A22_031,NA,整数型,NA
男　老年人口　85歳以上,A22_032,NA,整数型,NA
男　老年人口　小計,A22_033,NA,整数型,NA
男　不詳　,A22_034,NA,整数型,NA
女　国勢調査人口総数　,A22_035,NA,整数型,NA
女　年少人口　0-4,A22_036,NA,整数型,NA
女　年少人口　5-9,A22_037,NA,整数型,NA
女　年少人口　10-14,A22_038,NA,整数型,NA
女　年少人口　小計,A22_039,NA,整数型,NA
女　生産年齢人口　15-19,A22_040,NA,整数型,NA
女　生産年齢人口　20-24,A22_041,NA,整数型,NA
女　生産年齢人口　25-29,A22_042,NA,整数型,NA
女　生産年齢人口　30-34,A22_043,NA,整数型,NA
女　生産年齢人口　35-39,A22_044,NA,整数型,NA
女　生産年齢人口　40-44,A22_045,NA,整数型,NA
女　生産年齢人口　45-49,A22_046,NA,整数型,NA
女　生産年齢人口　50-54,A22_047,NA,整数型,NA
