name,code,description,type,codelist
都道府県名,P14_001,当該施設が所在する都道府県名,文字型,FALSE
市区町村名,P14_002,当該施設が所在する市区町村名,文字型,FALSE
所在地,P14_003,当該施設の所在地から市区町村名を省いた所在地,文字型,FALSE
公共施設大分類,P14_004,施設の用途による大分類,コードリスト「公共施設大分類コード」,TRUE
公共施設小分類,P14_005,施設の用途による小分類,コードリスト「公共施設小分類コード」,TRUE
福祉施設細分類,P14_006,施設の用途による細分類,コードリスト「福祉施設細分類コード」,TRUE
名称,P14_007,当該施設の正式名称,文字型,FALSE
管理者,P14_008,施設の管理者を区分する為のコード,コードリスト「管理者コード」の第2.0版を参照,TRUE
定員,P14_009,施設の定員（人）,文字型,FALSE
原典資料名,P14_010,位置座標の取得に利用した原典資料の名称,文字型,FALSE
主題属性取得資料名,P14_011,取得した施設の情報が掲載されている資料名,文字型,FALSE
