name,code,description,type,codelist
行政区域,P20_001,都道府県コードと市区町村コードからなる，避難施設の所在する行政区を特定するためのコード,コードリスト型（行政区域コード）,TRUE
名称,P20_002,避難施設の名称,文字列型,FALSE
住所,P20_003,避難施設の住所,文字列型,FALSE
施設の種類,P20_004,避難施設の種類,文字列型,FALSE
収容人数,P20_005,避難施設の形態ごとの収容可能人数,整数値型,FALSE
施設規模,P20_006,避難施設の形態ごとの面積（単位は平方メートル）,文字列型,FALSE
災害分類_地震災害,P20_007,当該施設が対象とする災害の分類,真偽値型,FALSE
災害分類_津波災害,P20_008,当該施設が対象とする災害の分類,真偽値型,FALSE
災害分類_水害,P20_009,当該施設が対象とする災害の分類,真偽値型,FALSE
災害分類_火山災害,P20_010,当該施設が対象とする災害の分類,真偽値型,FALSE
災害分類_その他,P20_011,当該施設が対象とする災害の分類,真偽値型,FALSE
災害分類_指定なし,P20_012,当該施設が対象とする災害の分類,真偽値型,FALSE
