id,name,code,description,type,codelist
A39,都道府県コード,A39_001,都道府県を一意に識別するためのコード,都道府県コード,TRUE
A39,行政コード,A39_002,都道府県コードと市区町村コード,行政コード,TRUE
A39,市区町村名,A39_003,当該行政区の市区町村の名称正式な名称である。,文字列型（CharacterString）,FALSE
A39,地区ID,A39_004,市区町村別に密集市街地の地区別を示すための固有のID。,整数型（Integer）,FALSE
A39,地区分割フラグ,A39_005,密集市街地の地区別の範囲を分割した場合（地区が接合していない２つ以上の範囲・飛び地など）の地区分割フラグ。同一地区を分割した場合（２つ以上のポリゴン）に地区分割フラグとして、「１」を分割地区全てに入力する。分割しない場合は、「NULL」とする。,整数型（Integer）,FALSE
A39,地区名,A39_006,当該地区の地区名。,文字列型（CharacterString）,FALSE
A39,地区面積,A39_007,面積の単位は「ha」である。小数点１桁とする。,実数型（Real）,FALSE
A39,所在地,A39_008,該当する町丁目名（複数可）。,文字列型（CharacterString）,FALSE
A39,地区人口a,A39_009,自治体提供の参照資料による地区内の居住人口（総数）。,整数型（Integer）,FALSE
A39,地区人口b,A39_010,平成22年度国勢調査データから地区内の居住人口（総数）を算出した値。,整数型（Integer）,FALSE
A39,地区世帯数a,A39_011,自治体提供の参照資料による地区内の世帯数（総数）。,整数型（Integer）,FALSE
A39,地区世帯数b,A39_012,平成22年度国勢調査データから地区内の居住人口（総数）を算出した値。,整数型（Integer）,FALSE
A39,建物総棟数a,A39_013,自治体提供の参照資料による建物総棟数。,整数型（Integer）,FALSE
A39,建物総棟数b,A39_014,地理院地図から地区内の建物を算出した値。,整数型（Integer）,FALSE
A39,木造建物棟数,A39_015,自治体提供の参照資料による木造建物棟数。,整数型（Integer）,FALSE
A39,裸木造建物棟数,A39_016,自治体提供の参照資料による木造建物のうち裸木造の建物棟数。,整数型（Integer）,FALSE
A39,防火木造建物棟数,A39_017,自治体提供の参照資料による木造建物のうち防火木造の建物棟数。,整数型（Integer）,FALSE
A39,準耐火木造建物棟数,A39_018,自治体提供の参照資料による木造建物のうち準耐火木造の建物棟数。,整数型（Integer）,FALSE
A39,耐火木造建物棟数,A39_019,自治体提供の参照資料による木造建物のうち耐火木造の建物棟数。,整数型（Integer）,FALSE
A39,不燃領域率,A39_020,地区別の不燃領域率。単位は「％」で、小数点１桁とする。,実数型（Real）,FALSE
A39,不燃領域率定義,A39_021,不燃領域率の評価指標の算定に係る定義の区別。,不燃領域率定義コード,TRUE
A39,木防率,A39_022,地区別の木防率。単位は「％」で、小数点１桁とする。,実数型（Real）,FALSE
A39,調査年度,A39_023,自治体提供の参照資料による調査年度とする。参照資料の各データが調査された年。「西暦」（４桁の半角整数）とする。,文字列型（CharacterString）,FALSE
A39,75歳以上高齢者数,A39_024,地区内の75歳以上の高齢者の人数。平成22年度国勢調査（5歳階級別）データから地区内の75歳以上人口を算出した値。,整数型（Integer）,FALSE
A39,防災再開発促進地区指定,A39_025,該当地区の防災再開発促進地区（密集法）の指定状況。「密集市街地における防災街区の促進に関する法律」（密集法）における「特に一体的かつ総合的に市街地の再開発を促進すべき相当規模の地区」として防災再開発促進地区の指定状況を指す。,防災再開発促進地区指定コード,TRUE
