name,code,description,type,codelist
事業者名等,P03_0001,当該発電施設を設置・運営する事業者、発電部門あるいは設置者の名称,文字列型,FALSE
発電施設名称,P03_0002,当該発電施設の名称,文字列型,FALSE
所在地,P03_0003,当該発電施設が設置されている都道府県名、地名または住所,文字列型,FALSE
既設・建設中区分,P03_0004,当該発電施設が、データ基準時点で、既設か建設中かの区分,コードリスト型「工事中コード」,TRUE
運転開始年月日,P03_0005,当該発電施設の運転が開始された年月日,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する。,FALSE
出力,P03_0006,当該発電施設の能力を示す、認可された又は届け出された最大の出力量.「最大出力」、「認可出力」あるいは「認可最大出力」と呼ぶ場合もある,実数型,FALSE
RPS法_認定日,P03_0007,当該発電施設が認定された年月日,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する,FALSE
RPS法_発電出力,P03_0008,RPS法により認定された発電出力.単位は「kW」とする,整数型,FALSE
グリーン発電電力設備_認定日,P03_0009,当該発電施設が認定された年月日,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する,FALSE
グリーン発電電力設備_設備容量,P03_0010,グリーン発電電力設備認定により認定された設備容量.単位は「kW」とする,実数型,FALSE
水系名,P03_0101,当該発電施設が設置されている水系の名称,文字列型,FALSE
型式,P03_0102,当該発電施設で水力を発生させるために、水の落差を生じさせる方法,コードリスト型（水力発電型式コード）１：ダム式、２：水路式、３：ダム水路,TRUE
水系名,P03_0201,当該発電施設が設置されている水系の名称,文字列型,FALSE
最大使用水量,P03_0202,当該発電施設の1秒あたりの最大使用水量.単位は「立方メートル/s」,実数型,FALSE
最大有効落差,P03_0203,当該発電施設の上池と下池の水位の最大高低差.単位は「m」,実数型,FALSE
上池,P03_0204,当該発電施設の水力を発生させる上側の池情報のシェープファイルのID,文字列型,FALSE
下池,P03_0205,当該発電施設の水力を発生させる下側の池情報のシェープファイルのID,文字列型,FALSE
水車容量,P03_0206,当該発電施設の水力を発生させる発電用水車の容量.単位は「kW」,整数型,FALSE
水車形式,P03_0207,当該発電施設の水力を発生させる発電用水車の型式,列挙型（立軸、横軸、斜流型、フランシス型、ポンプ水車）,FALSE
水車台数,P03_0208,当該発電施設の水力を発生させる発電用水車の設置台数,整数型,FALSE
水力原動力,P03_0209,当該発電施設の水力を発生させるために、自然流量及び揚水機を利用して揚水をおこなっているか（=混合揚水式水力）、または揚水機を利用して揚水をおこなっているか（=純揚水式水力）による分類,コードリスト型（水力原動力コード）１：混合揚水式水力２：純揚水式水力,TRUE
ID,P03_0301,地物ごとに割り当てられた識別コード,文字列型,FALSE
名称,P03_0302,上池または下池の名称,文字列型,FALSE
有効容量,P03_0303,"上池または下池の容量.単位は「1,000立方メートル」",整数型,FALSE
利用水深,P03_0304,上池または下池の水深.単位は「m」,実数型,FALSE
号機,P03_0401,当該発電施設の号番号,文字列型,FALSE
転換年月,P03_0402,当該発電施設の燃料を転換した年月,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する,FALSE
専・混焼の別,P03_0403,当該発電施設が、燃料を単一種類で燃焼させるか、複数種類を混ぜて燃焼させるかの区分,列挙型（専焼、混焼、専混焼）,FALSE
火力原動力,P03_0404,当該発電施設の動力となる燃料の種類,コードリスト型火力原動力コード,TRUE
混焼含有物,P03_0405,当該発電施設が混焼の場合、混焼する燃料の種類,列挙型（石炭、石炭（CWM）、原油、重油、軽油、灯油、残渣油、天然ガス、LNG（液化天然ガス）、LPG（液化石油ガス）、都市ガス、ミックスガス、ナフサ、COM（石炭石油混合燃料）、COG（石炭乾溜ガス）、BFG（高炉用ガス）、LDG（転炉ガス）、廃棄物、瀝青質混合物）,FALSE
脱硫方式,P03_0406,排煙脱硫装置の脱硫の方法,文字列型,FALSE
処理ガス量,P03_0407,排煙脱硫装置の時間あたりの処理能力.単位は「10^3N立方メートル/h」,実数型,FALSE
比率,P03_0408,排煙脱硫装置の脱硫効率（排煙中の硫黄酸化物のガス量に対する排煙脱硫装置によって除去される硫黄酸化物のガス量の比率）.単位は「%」,整数型,FALSE
処理ガス量,P03_0409,排煙脱硝装置の時間あたりの処理能力.単位は「10^3×Ｎ立方メートル/h」,実数型,FALSE
比率,P03_0410,排煙脱硝装置の脱硝効率（排煙中の窒素酸化物のガス量に対する排煙脱硝装置によって除去される窒素酸化物のガス量の比率）.単位は「%」,整数型,FALSE
蒸気供給部門,P03_0501,当該発電施設の蒸気供給部門を担う事業者の名称,文字列型,FALSE
号機,P03_0502,当該発電施設の号番号,文字列型,FALSE
号機,P03_0601,当該発電施設の設備番号,文字列型,FALSE
炉型,P03_0602,当該発電施設の原子炉の種類,コードリスト型炉型コード,TRUE
電源開発基本計画 組入年月,P03_0603,当該発電施設の計画が、電源開発調査審議会の議を経て電源開発基本計画に組入れられた年月,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する,FALSE
原子炉設置許可年月日,P03_0604,当該発電施設の設置が、経済産業大臣によって許可された年月日,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する,FALSE
第一回工事計画認可年月,P03_0605,当該発電施設の第一回目の工事計画が、経済産業大臣によって認可された年月,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する,FALSE
号機,P03_0701,当該発電施設の号番号,文字列型,FALSE
号機,P03_0801,当該発電施設の号番号,文字列型,FALSE
種別,P03_0901,当該発電施設で燃焼またはガス化する資源の区分,コードリスト型バイオマス発電種別コード,TRUE
