name,code,description,type,codelist
奄美群島ID,A20_001,NA,文字列型,NA
行政コード,A20_002,NA,行政コード,NA
都道府県名,A20_003,NA,文字列型,NA
支庁名,A20_004,NA,文字列型,NA
郡・政令市名,A20_005,NA,文字列型,NA
市区町村名,A20_006,NA,文字列型,NA
島嶼名,A20_007,NA,文字列型,NA
指定状況コード,A20_008,NA,指定状況コード,NA
調査年度,A20_009,NA,時間型,NA
概要　(name),A20_010,NA,文字列型,NA
概要　指定回次,A20_011,NA,整数型,NA
概要　郡名,A20_012,NA,文字列型,NA
概要　人口,A20_013,NA,整数型,NA
概要　世帯数,A20_014,NA,整数型,NA
概要　面積,A20_015,NA,実数型,NA
概要　海岸延長,A20_016,NA,実数型,NA
概要　備考,A20_017,NA,文字列型,NA
前年　住民登録人口　男,A20_018,NA,整数型,NA
前年　住民登録人口　女,A20_019,NA,整数型,NA
前年　住民登録人口　計,A20_020,NA,整数型,NA
前年　世帯数　,A20_021,NA,整数型,NA
人口移動　出生数　,A20_022,NA,整数型,NA
人口移動　死亡数　,A20_023,NA,整数型,NA
人口移動　自然増△減　,A20_024,NA,整数型,NA
人口移動　転入数　,A20_025,NA,整数型,NA
人口移動　転出数　,A20_026,NA,整数型,NA
人口移動　社会増△減　,A20_027,NA,整数型,NA
人口移動　増減計　,A20_028,NA,整数型,NA
現年　住民登録人口　男,A20_029,NA,整数型,NA
現年　住民登録人口　女,A20_030,NA,整数型,NA
現年　住民登録人口　計,A20_031,NA,整数型,NA
現年　世帯数　,A20_032,NA,整数型,NA
人口・世帯数・人口動態　備考,A20_033,NA,文字列型,NA
男　国勢調査人口総数,A20_034,NA,整数型,NA
男　年少人口　0-4,A20_035,NA,整数型,NA
男　年少人口　5-9,A20_036,NA,整数型,NA
男　年少人口　10-14,A20_037,NA,整数型,NA
男　年少人口　小計,A20_038,NA,整数型,NA
男　生産年齢人口　15-19,A20_039,NA,整数型,NA
男　生産年齢人口　20-24,A20_040,NA,整数型,NA
男　生産年齢人口　25-29,A20_041,NA,整数型,NA
男　生産年齢人口　30-34,A20_042,NA,整数型,NA
男　生産年齢人口　35-39,A20_043,NA,整数型,NA
男　生産年齢人口　40-44,A20_044,NA,整数型,NA
男　生産年齢人口　45-49,A20_045,NA,整数型,NA
男　生産年齢人口　50-54,A20_046,NA,整数型,NA
