id,name,code,description,type,codelist
A16,DIDid,NA,地域コード〈5桁）＋人口集中地区符号（2桁）。,整数型,FALSE
A16,都道府県コード,NA,DIDが属する県の地域コ－ド。,コードリスト「都道府県コード」,TRUE
A16,市区町村コード,NA,DIDが属する市区町村の地域コ－ド。,整数型,FALSE
A16,市区町村名称,NA,DIDが属する市区町村名称,文字列型,FALSE
A16,人口集中地区符合,NA,同一市区町村に2か所以上の人口集中地区が設定されている場合に、人口の多い順に付した符号。,整数型※同一市区町村内に１箇所のみのDIDについては、”1“とする。,FALSE
A16,人口,NA,当該DIDの人口。,整数型,FALSE
A16,面積,NA,当該DIDの面積。単位は「km2」とする。,実数型,FALSE
A16,前回人口,NA,当該DIDの前回国勢調査時の人口。,整数型 ※前回の数値が無い場合、“NULL”とする。,FALSE
A16,前回面積,NA,当該DIDの前回国勢調査時の面積。単位は「km2」とする。,実数型 ※前回の数値が無い場合、“NULL”とする。,FALSE
A16,全域に占める人口集中地区の人口割合,NA,当該DIDの人口を市区町村人口で除したもの。単位は「%」とする。,実数型,FALSE
A16,全域に占める人口集中地区の面積割合,NA,当該DIDの面積を市区町村面積で除したもの。単位は「%」とする。,実数型,FALSE
A16,国勢調査年度,NA,国勢調査が実施された年度。,時間型（TM_Instant）,FALSE
