name,code,description,type,codelist
種別（1）,NA,港湾調査規則（昭和26年運輸省令第13号）の別表に掲げる甲乙種。,コードリスト「港湾種別（1）コード」,TRUE
種別（2）,NA,港湾法で定める港湾種別毎に定められるコード,コードリスト「港湾種別（2）コード」,TRUE
行政区域コード,NA,都道府県コードと市区町村コードからなる、行政区を特定するためのコード,コードリスト「行政コード」,TRUE
港湾コード,NA,港湾を特定するためのコード都道府県コード番号（2桁）＋一意番号（3桁）,整数型,FALSE
港湾名,NA,当該港湾の名称,文字列型,FALSE
管理者区分,NA,港湾の管理者を区分するためのコード,コードリスト「港湾管理者区分コード」,TRUE
管理者名,NA,当該港湾の管理者の名称港湾の管理者とは、港湾法に基づき、港湾を全体として開発し、保全し、これを公共の利用に供し、港湾という営造物の性質、用法に従ってこれを善良に管理する公共的責任をもつ主体,文字列型,FALSE
政令指定年月日,NA,重要港湾の指定年月日。,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する。,FALSE
設立年月日,NA,港湾の設立年月日。,時間型（TM_Instant）※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する。,FALSE
海事機関種別,NA,関係する官公署機関の有無および官公署機関を特定するためのコード,コードリスト「海事機関種別コード」,TRUE
外郭施設延長,NA,普通交付税に関する省令第5条第1項に定める港湾における外郭施設の延長。単位は「m」とする。（外郭施設延長：防波堤、防砂堤、防潮堤、導流堤、水門、閘門、護岸、堤防、突堤及び胸壁）,整数型,FALSE
係留施設延長,NA,普通交付税に関する省令第5条第1項に定める港湾における係留施設の延長。単位は「m」とする。（係留施設延長：岸壁、係船浮標、係船くい、桟橋、浮桟橋、物揚場及び船揚場）,整数型,FALSE
フェリー便有無,NA,当該港湾におけるフェリー便の有無,真偽値型,FALSE
県コード,NA,都道府県を一意に識別するために付された番号,コードリスト「都道府県コード」,TRUE
港湾コード,NA,港湾を特定するためのコード都道府県コード番号（2桁）＋一意番号（3桁）,整数型,FALSE
県コード,NA,都道府県を一意に識別するために付された番号,コードリスト「都道府県コード」,TRUE
港湾コード,NA,港湾を特定するためのコード都道府県コード番号（2桁）＋一意番号（3桁）,整数型,FALSE
